"path","name","id","kind","mimeType","size","modifiedTime","webViewLink","extension"
"MODELO_BIM/3.00 SEÑALIZACIONES/4. POSTES KILOMETRICOS","HITO KILOMETRICO-AP569-16.rfa","17K_fsEvd7fb7UAQwGnWoWrkRCuZW3PRx","file","application/octet-stream","1249280","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/17K_fsEvd7fb7UAQwGnWoWrkRCuZW3PRx/view?usp=drivesdk","rfa"
"MODELO_BIM/3.00 SEÑALIZACIONES/4. POSTES KILOMETRICOS","HITO KILOMETRICO-AP569-17.rfa","1YgTICpuSWTlqOr9SUqG-dNTPytxLl_TQ","file","application/octet-stream","1187840","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/1YgTICpuSWTlqOr9SUqG-dNTPytxLl_TQ/view?usp=drivesdk","rfa"
"MODELO_BIM/3.00 SEÑALIZACIONES/4. POSTES KILOMETRICOS","HITOKILOMETRICO-AP569-0-Vista3D.fbx","1faWacNQ2FChchBmfRvFnJ90_fsDkXm80","file","application/octet-stream","435200","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/1faWacNQ2FChchBmfRvFnJ90_fsDkXm80/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/4. POSTES KILOMETRICOS","HITOKILOMETRICO-AP569-01-Vista3D.fbx","1E_SUbqZwS-9Pk6FgY6mUiCpcOiBOD2_L","file","application/octet-stream","424256","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/1E_SUbqZwS-9Pk6FgY6mUiCpcOiBOD2_L/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/4. POSTES KILOMETRICOS","HITOKILOMETRICO-AP569-02-Vista3D.fbx","1wHV9V-dHqrWkfOIqlOFzczYLvbXUAuFl","file","application/octet-stream","437712","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/1wHV9V-dHqrWkfOIqlOFzczYLvbXUAuFl/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/4. POSTES KILOMETRICOS","HITOKILOMETRICO-AP569-03-Vista3D.fbx","1znd_7VopeImAqNLjnS5j85PH02IXuRC1","file","application/octet-stream","445632","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/1znd_7VopeImAqNLjnS5j85PH02IXuRC1/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/4. POSTES KILOMETRICOS","HITOKILOMETRICO-AP569-04-Vista3D.fbx","1yYwhAXdkf8X4txhJcIvanLKuDlxQkeVx","file","application/octet-stream","421808","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/1yYwhAXdkf8X4txhJcIvanLKuDlxQkeVx/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/4. POSTES KILOMETRICOS","HITOKILOMETRICO-AP569-05-Vista3D.fbx","1GlUMlDzYjcj_nnRWKwTgXdoUzMDheAIp","file","application/octet-stream","437488","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/1GlUMlDzYjcj_nnRWKwTgXdoUzMDheAIp/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/4. POSTES KILOMETRICOS","HITOKILOMETRICO-AP569-06-Vista3D.fbx","1Pa4gi6WWbzGN9BaIebfZVbmiUP_Rf-d5","file","application/octet-stream","450112","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/1Pa4gi6WWbzGN9BaIebfZVbmiUP_Rf-d5/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/4. POSTES KILOMETRICOS","HITOKILOMETRICO-AP569-07-Vista3D.fbx","1K1txhZ704cRJbwLFFgASqkYdvGiat4er","file","application/octet-stream","429904","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/1K1txhZ704cRJbwLFFgASqkYdvGiat4er/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/4. POSTES KILOMETRICOS","HITOKILOMETRICO-AP569-08-Vista3D.fbx","1aC1QWzxmiMVz6LFCMMXvws0BC76cN6XJ","file","application/octet-stream","450672","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/1aC1QWzxmiMVz6LFCMMXvws0BC76cN6XJ/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/4. POSTES KILOMETRICOS","HITOKILOMETRICO-AP569-09-Vista3D.fbx","1sPH_aeG0zWifgYWcEdVqnTvVq4S8ROfr","file","application/octet-stream","450768","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/1sPH_aeG0zWifgYWcEdVqnTvVq4S8ROfr/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/4. POSTES KILOMETRICOS","HITOKILOMETRICO-AP569-10-Vista3D.fbx","1kZqs4v9R99PlIZABwa2Oo_REbBq4CYVJ","file","application/octet-stream","424272","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/1kZqs4v9R99PlIZABwa2Oo_REbBq4CYVJ/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/4. POSTES KILOMETRICOS","HITOKILOMETRICO-AP569-11-Vista3D.fbx","1G5miqYNfhJUVwWPaKQkbEE6ZG7wE3nQN","file","application/octet-stream","401808","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/1G5miqYNfhJUVwWPaKQkbEE6ZG7wE3nQN/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/4. POSTES KILOMETRICOS","HITOKILOMETRICO-AP569-12-Vista3D.fbx","1AZ7HTxFYGGaF9YDkdhH4EMo7Mwm1_G-M","file","application/octet-stream","417696","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/1AZ7HTxFYGGaF9YDkdhH4EMo7Mwm1_G-M/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/4. POSTES KILOMETRICOS","HITOKILOMETRICO-AP569-13-Vista3D.fbx","1Izh9NJusqcJAPxdYE3ulCUyGQmjr9I16","file","application/octet-stream","425840","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/1Izh9NJusqcJAPxdYE3ulCUyGQmjr9I16/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/4. POSTES KILOMETRICOS","HITOKILOMETRICO-AP569-14-Vista3D.fbx","1f_qBr4HkiS54z17Ogs0Gnuu6G336mZrp","file","application/octet-stream","401952","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/1f_qBr4HkiS54z17Ogs0Gnuu6G336mZrp/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/4. POSTES KILOMETRICOS","HITOKILOMETRICO-AP569-15-Vista3D.fbx","19PGv3beb1Vt4g8l1tGJPYMLPrS_v_pnH","file","application/octet-stream","417568","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/19PGv3beb1Vt4g8l1tGJPYMLPrS_v_pnH/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/4. POSTES KILOMETRICOS","HITOKILOMETRICO-AP569-16-Vista3D.fbx","1Wx57eFAjL0xZcNcyfZ-Elegg111mFF_n","file","application/octet-stream","430432","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/1Wx57eFAjL0xZcNcyfZ-Elegg111mFF_n/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/4. POSTES KILOMETRICOS","HITOKILOMETRICO-AP569-17-Vista3D.fbx","1m4bfgmr6-6xSRGRhpHtXb5p35clYDj15","file","application/octet-stream","409760","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/1m4bfgmr6-6xSRGRhpHtXb5p35clYDj15/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES","5. MARCAS EN EL PAVIMENTO","178HxKyHfx9NhVR9FDYesUb7jhGPyNKbD","folder","application/vnd.google-apps.folder",,"2026-04-16T22:04:35.991Z","https://drive.google.com/drive/folders/178HxKyHfx9NhVR9FDYesUb7jhGPyNKbD",
"MODELO_BIM/3.00 SEÑALIZACIONES/5. MARCAS EN EL PAVIMENTO","lineacurvaplazueleta.fbx","1c51EQGcTeaRqlIROODLBXxvNwBcMkZTg","file","application/octet-stream","51440","2026-04-16T22:04:05.000Z","https://drive.google.com/file/d/1c51EQGcTeaRqlIROODLBXxvNwBcMkZTg/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/5. MARCAS EN EL PAVIMENTO","lineacurvaplazueleta.rfa","1uW38BJduzDXO3QiwQPjztD8IOtKvRJol","file","application/octet-stream","565248","2026-04-16T22:04:05.000Z","https://drive.google.com/file/d/1uW38BJduzDXO3QiwQPjztD8IOtKvRJol/view?usp=drivesdk","rfa"
"MODELO_BIM/3.00 SEÑALIZACIONES/5. MARCAS EN EL PAVIMENTO","lineaplazueleta.fbx","1q3KuzWasfyGrUdaSa7qPlWNQanumRWL7","file","application/octet-stream","51008","2026-04-16T22:04:05.000Z","https://drive.google.com/file/d/1q3KuzWasfyGrUdaSa7qPlWNQanumRWL7/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/5. MARCAS EN EL PAVIMENTO","lineaplazueleta.rfa","1u22Rpr1tUXdaAohtfgtQtMhlQNsZ6LlJ","file","application/octet-stream","565248","2026-04-16T22:04:05.000Z","https://drive.google.com/file/d/1u22Rpr1tUXdaAohtfgtQtMhlQNsZ6LlJ/view?usp=drivesdk","rfa"
"MODELO_BIM/3.00 SEÑALIZACIONES/5. MARCAS EN EL PAVIMENTO","PASE PEATONAL-Vista3D-Vista1.fbx","1NiWnKlYhFi-D7RLEBwk5YNc_0CEj1vpT","file","application/octet-stream","45808","2026-04-16T22:04:05.000Z","https://drive.google.com/file/d/1NiWnKlYhFi-D7RLEBwk5YNc_0CEj1vpT/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/5. MARCAS EN EL PAVIMENTO","PASE PEATONAL.rfa","1Tqjk4YWqZKplWNpN1bs2QMHhHRqJWY5-","file","application/octet-stream","540672","2026-04-16T22:04:05.000Z","https://drive.google.com/file/d/1Tqjk4YWqZKplWNpN1bs2QMHhHRqJWY5-/view?usp=drivesdk","rfa"
"MODELO_BIM/3.00 SEÑALIZACIONES","6. REDUCTORES DE VELOCIDAD 4X5","12ekE5Ex9ofHpyC01J6AD6gwIGVAnDt5N","folder","application/vnd.google-apps.folder",,"2026-04-16T22:04:35.961Z","https://drive.google.com/drive/folders/12ekE5Ex9ofHpyC01J6AD6gwIGVAnDt5N",
"MODELO_BIM/3.00 SEÑALIZACIONES/6. REDUCTORES DE VELOCIDAD 4X5","REDUCTORES DE VELOCIDAD 5.00 X 4.00 M.rfa","1u2QA9ox_RwagP3HRR6r4vWkChautwrk0","file","application/octet-stream","671744","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/1u2QA9ox_RwagP3HRR6r4vWkChautwrk0/view?usp=drivesdk","rfa"
"MODELO_BIM/3.00 SEÑALIZACIONES/6. REDUCTORES DE VELOCIDAD 4X5","REDUCTORESDEVELOCIDAD5-00X4-00M-Vista3D-Vista1.fbx","1PpJwLSnNrv-RHSRIB2eu6fV59T5ErKZF","file","application/octet-stream","81680","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/1PpJwLSnNrv-RHSRIB2eu6fV59T5ErKZF/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES","7. TACHAS","14EDj0_DpPfsyesMkm4mtNz_R9vk42RfN","folder","application/vnd.google-apps.folder",,"2026-04-16T22:04:35.960Z","https://drive.google.com/drive/folders/14EDj0_DpPfsyesMkm4mtNz_R9vk42RfN",
"MODELO_BIM/3.00 SEÑALIZACIONES/7. TACHAS","tacha-Vista3D-Vista1.fbx","13NSvCpb_jzr7bMERMiv4-vLKlFi3IuSJ","file","application/octet-stream","66048","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/13NSvCpb_jzr7bMERMiv4-vLKlFi3IuSJ/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/7. TACHAS","tacha.rfa","1ppcWA4j1_6ykoUUG1toPhJ2lsO96AtbX","file","application/octet-stream","802816","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/1ppcWA4j1_6ykoUUG1toPhJ2lsO96AtbX/view?usp=drivesdk","rfa"
"MODELO_BIM/3.00 SEÑALIZACIONES","8. BARRERAS DE SEGURIDAD","1q1N2kz6T1e8faNamlYB6B_aDXhmNclkL","folder","application/vnd.google-apps.folder",,"2026-04-16T22:04:35.964Z","https://drive.google.com/drive/folders/1q1N2kz6T1e8faNamlYB6B_aDXhmNclkL",
"MODELO_BIM/3.00 SEÑALIZACIONES/8. BARRERAS DE SEGURIDAD","barrera de seguridad - con curvatura.rfa","19uyBw01fXAUVz9qE3xMmwPObNRoBm_0q","file","application/octet-stream","9957376","2026-04-16T22:04:09.000Z","https://drive.google.com/file/d/19uyBw01fXAUVz9qE3xMmwPObNRoBm_0q/view?usp=drivesdk","rfa"
"MODELO_BIM/3.00 SEÑALIZACIONES/8. BARRERAS DE SEGURIDAD","barrera de seguridad - CURVATURA COMPLETA 1.rfa","1BrmivaFdkTL-i51djzOCa8H5MOZ3vplW","file","application/octet-stream","7933952","2026-04-16T22:04:09.000Z","https://drive.google.com/file/d/1BrmivaFdkTL-i51djzOCa8H5MOZ3vplW/view?usp=drivesdk","rfa"
"MODELO_BIM/3.00 SEÑALIZACIONES/8. BARRERAS DE SEGURIDAD","barrera de seguridad con curvatura,tres postes.rfa","1rDbIEOPcW37lxntWGnSGWJjenj0t-Wnj","file","application/octet-stream","9977856","2026-04-16T22:04:09.000Z","https://drive.google.com/file/d/1rDbIEOPcW37lxntWGnSGWJjenj0t-Wnj/view?usp=drivesdk","rfa"
"MODELO_BIM/3.00 SEÑALIZACIONES/8. BARRERAS DE SEGURIDAD","barrera de seguridad-DOS POSTES.rfa","1JRWNz_8Mq4fejVnxhYaPubWcDx_UhQdC","file","application/octet-stream","4681728","2026-04-16T22:04:09.000Z","https://drive.google.com/file/d/1JRWNz_8Mq4fejVnxhYaPubWcDx_UhQdC/view?usp=drivesdk","rfa"
"MODELO_BIM/3.00 SEÑALIZACIONES/8. BARRERAS DE SEGURIDAD","barrera de seguridad-TRES POSTES.rfan.rfa","1xLDS02gciUVQXK74W4anlWZ49kmbNe7R","file","application/octet-stream","4681728","2026-04-16T22:04:09.000Z","https://drive.google.com/file/d/1xLDS02gciUVQXK74W4anlWZ49kmbNe7R/view?usp=drivesdk","rfa"
"MODELO_BIM/3.00 SEÑALIZACIONES/8. BARRERAS DE SEGURIDAD","barreradeseguridad-concurvatura-Vista3D-Vista1.fbx","1TAVUIwo_j4UvJFUGLhJwu-3wj9Q2LhCy","file","application/octet-stream","1020848","2026-04-16T22:04:09.000Z","https://drive.google.com/file/d/1TAVUIwo_j4UvJFUGLhJwu-3wj9Q2LhCy/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/8. BARRERAS DE SEGURIDAD","barreradeseguridad-CURVATURACOMPLETA1-Vista3D-Vista1.fbx","1_8m0jFepFkQu2MEHYOKhg9E9QfyotwjZ","file","application/octet-stream","1327648","2026-04-16T22:04:09.000Z","https://drive.google.com/file/d/1_8m0jFepFkQu2MEHYOKhg9E9QfyotwjZ/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/8. BARRERAS DE SEGURIDAD","barreradeseguridad-DOSPOSTES-Vista3D-Vista1.fbx","1G9o4zXC62nW6Au4yWbFszJ3z6GXZCqv1","file","application/octet-stream","583072","2026-04-16T22:04:09.000Z","https://drive.google.com/file/d/1G9o4zXC62nW6Au4yWbFszJ3z6GXZCqv1/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/8. BARRERAS DE SEGURIDAD","barreradeseguridad-TRESPOSTES-rfan-Vista3D-Vista1.fbx","1wRFAVAjVZNvHJFUDDgrzQfYAQqCmTHjp","file","application/octet-stream","604544","2026-04-16T22:04:09.000Z","https://drive.google.com/file/d/1wRFAVAjVZNvHJFUDDgrzQfYAQqCmTHjp/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/8. BARRERAS DE SEGURIDAD","barreradeseguridadconcurvatura,trespostes-Vista3D-Vista1.fbx","1HPsu351X6tAEXYVmsxpRuTjvr3wXpLay","file","application/octet-stream","1035232","2026-04-16T22:04:09.000Z","https://drive.google.com/file/d/1HPsu351X6tAEXYVmsxpRuTjvr3wXpLay/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES","9. GUARDAVIAS","12X3awmJUCsuBfwlNjgcntuZNA27OFcqn","folder","application/vnd.google-apps.folder",,"2026-04-16T22:04:35.979Z","https://drive.google.com/drive/folders/12X3awmJUCsuBfwlNjgcntuZNA27OFcqn",
"MODELO_BIM/3.00 SEÑALIZACIONES/9. GUARDAVIAS","guardavia con tope final derecha.rfa","1AYeiWLT_NLMW-OwkSAJjPsqT8-I4GQ4a","file","application/octet-stream","3493888","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/1AYeiWLT_NLMW-OwkSAJjPsqT8-I4GQ4a/view?usp=drivesdk","rfa"
"MODELO_BIM/3.00 SEÑALIZACIONES/9. GUARDAVIAS","guardavia con tope final izquierda.rfa","1A8ju5ko8fOR665tPrEw8GCQBU1XhMj0b","file","application/octet-stream","3399680","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/1A8ju5ko8fOR665tPrEw8GCQBU1XhMj0b/view?usp=drivesdk","rfa"
"MODELO_BIM/3.00 SEÑALIZACIONES/9. GUARDAVIAS","guardavia sin topes finales.rfa","1GUZjAfGbyC9D1dUx5NngokzcSHIkEiT1","file","application/octet-stream","3481600","2026-04-16T22:04:05.000Z","https://drive.google.com/file/d/1GUZjAfGbyC9D1dUx5NngokzcSHIkEiT1/view?usp=drivesdk","rfa"
"MODELO_BIM/3.00 SEÑALIZACIONES/9. GUARDAVIAS","guardavia- curva con dos postes.rfa","14yhEwfXoVIPx4b1VU5HQS69GRrAMUqdQ","file","application/octet-stream","11313152","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/14yhEwfXoVIPx4b1VU5HQS69GRrAMUqdQ/view?usp=drivesdk","rfa"
"MODELO_BIM/3.00 SEÑALIZACIONES/9. GUARDAVIAS","guardavia- curva1.rfa con ejes.rfa","19mhCq1lQ1E5Q91qTTqXDQG3wYAUvN44o","file","application/octet-stream","9302016","2026-04-16T22:04:05.000Z","https://drive.google.com/file/d/19mhCq1lQ1E5Q91qTTqXDQG3wYAUvN44o/view?usp=drivesdk","rfa"
"MODELO_BIM/3.00 SEÑALIZACIONES/9. GUARDAVIAS","guardavia- curva1.rfa sin ejes.rfa","153-cGhO0HHCtROF3KWDwqm433MOCrffx","file","application/octet-stream","9871360","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/153-cGhO0HHCtROF3KWDwqm433MOCrffx/view?usp=drivesdk","rfa"
"MODELO_BIM/3.00 SEÑALIZACIONES/9. GUARDAVIAS","guardavia-curva1-rfaconejes-Vista3D-Vista1.fbx","1M9Q00GMBDkfDUB9SPnaN9-ze5mMb6UR3","file","application/octet-stream","437072","2026-04-16T22:04:05.000Z","https://drive.google.com/file/d/1M9Q00GMBDkfDUB9SPnaN9-ze5mMb6UR3/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/9. GUARDAVIAS","guardavia-curva1-rfasinejes-Vista3D-Vista1.fbx","1JY46ZBMdp6PUzuOcXVLa1YB4XtcBzGR3","file","application/octet-stream","462448","2026-04-16T22:04:05.000Z","https://drive.google.com/file/d/1JY46ZBMdp6PUzuOcXVLa1YB4XtcBzGR3/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/9. GUARDAVIAS","guardavia-curvacondospostes-Vista3D-Vista1.fbx","1AmWtap62vI1n5-hYpDBCVcqP4Yiy9U-e","file","application/octet-stream","632800","2026-04-16T22:04:05.000Z","https://drive.google.com/file/d/1AmWtap62vI1n5-hYpDBCVcqP4Yiy9U-e/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/9. GUARDAVIAS","guardaviaCOMPLETA CON EJES.rfa","1ubb2GSfVxcllPOW4_pG9LQLOoWfcSqEQ","file","application/octet-stream","10166272","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/1ubb2GSfVxcllPOW4_pG9LQLOoWfcSqEQ/view?usp=drivesdk","rfa"
"MODELO_BIM/3.00 SEÑALIZACIONES/9. GUARDAVIAS","guardaviaCOMPLETA SIN EJES.rfa","1RHIovYqmwNeW6swwruoQdZtqqXu3etv8","file","application/octet-stream","10166272","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/1RHIovYqmwNeW6swwruoQdZtqqXu3etv8/view?usp=drivesdk","rfa"
"MODELO_BIM/3.00 SEÑALIZACIONES/9. GUARDAVIAS","guardaviaCOMPLETACONEJES-Vista3D-Vista1.fbx","1Oo0jO6tLp65V5KtXvkeLZtLKsK3q5Vx-","file","application/octet-stream","632544","2026-04-16T22:04:05.000Z","https://drive.google.com/file/d/1Oo0jO6tLp65V5KtXvkeLZtLKsK3q5Vx-/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/9. GUARDAVIAS","guardaviaCOMPLETASINEJES-Vista3D-Vista1.fbx","1wB0j109wjKslxQBBOuFhbv8XpVnQ88_l","file","application/octet-stream","632704","2026-04-16T22:04:05.000Z","https://drive.google.com/file/d/1wB0j109wjKslxQBBOuFhbv8XpVnQ88_l/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/9. GUARDAVIAS","guardaviacontopefinalderecha-Vista3D-Vista1.fbx","12Kg4LhyBTHbhWVZJSdn-gEwPOrXS0v4e","file","application/octet-stream","921104","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/12Kg4LhyBTHbhWVZJSdn-gEwPOrXS0v4e/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/9. GUARDAVIAS","guardaviacontopefinalizquierda-Vista3D-Vista1.fbx","1zeb4FJqqt6JcliKHHY7uj9zKeraEO8YK","file","application/octet-stream","908640","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/1zeb4FJqqt6JcliKHHY7uj9zKeraEO8YK/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/9. GUARDAVIAS","guardavias con dos postes version 1.rfa","1cQP4_gepqpJ4L7U2Iu-1pFFWIlgXE_YZ","file","application/octet-stream","2715648","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/1cQP4_gepqpJ4L7U2Iu-1pFFWIlgXE_YZ/view?usp=drivesdk","rfa"
"MODELO_BIM/3.00 SEÑALIZACIONES/9. GUARDAVIAS","guardavias con dos postes version 2.rfa","18W8Hyc5_Ix_JJM_QDrLIqmdwlFsV_oMd","file","application/octet-stream","2715648","2026-04-16T22:04:06.000Z","https://drive.google.com/file/d/18W8Hyc5_Ix_JJM_QDrLIqmdwlFsV_oMd/view?usp=drivesdk","rfa"
"MODELO_BIM/3.00 SEÑALIZACIONES/9. GUARDAVIAS","guardaviascondospostesversion1-Vista3D-Vista1.fbx","1qLO6DYSPZcaLetH8tkCaIFlCjCLmfTKb","file","application/octet-stream","415776","2026-04-16T22:04:05.000Z","https://drive.google.com/file/d/1qLO6DYSPZcaLetH8tkCaIFlCjCLmfTKb/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/9. GUARDAVIAS","guardaviascondospostesversion2-Vista3D-Vista1.fbx","1SdIERAdURbyUgLmq7NoSw0dwg6b-xZFn","file","application/octet-stream","416784","2026-04-16T22:04:05.000Z","https://drive.google.com/file/d/1SdIERAdURbyUgLmq7NoSw0dwg6b-xZFn/view?usp=drivesdk","fbx"
"MODELO_BIM/3.00 SEÑALIZACIONES/9. GUARDAVIAS","guardaviasintopesfinales-Vista3D-Vista1.fbx","1t-qC0JX0Vrh9ZidSBVrPjYPS2iDKp1U4","file","application/octet-stream","377824","2026-04-16T22:04:05.000Z","https://drive.google.com/file/d/1t-qC0JX0Vrh9ZidSBVrPjYPS2iDKp1U4/view?usp=drivesdk","fbx"
"MODELO_BIM","4.00 DATOS XML - SUPERFIE","1Y-HRZU1eU2bNeM56L0goUb5r79S13a8a","folder","application/vnd.google-apps.folder",,"2026-04-16T22:03:46.684Z","https://drive.google.com/drive/folders/1Y-HRZU1eU2bNeM56L0goUb5r79S13a8a",
"MODELO_BIM/4.00 DATOS XML - SUPERFIE","PLANTA Y PERFIL.xml","1O1Cg1X3Zry4kismPkgcslx6vIJDA2usA","file","text/xml","326315865","2026-04-16T22:03:43.000Z","https://drive.google.com/file/d/1O1Cg1X3Zry4kismPkgcslx6vIJDA2usA/view?usp=drivesdk","xml"
"MODELO_BIM","5.00 PUNTOS GEODESICOS","1FRGWqMUtbzkICrg5-Zx8wSZifTJfY3Ec","folder","application/vnd.google-apps.folder",,"2026-04-16T22:20:58.931Z","https://drive.google.com/drive/folders/1FRGWqMUtbzkICrg5-Zx8wSZifTJfY3Ec",
"MODELO_BIM/5.00 PUNTOS GEODESICOS","PUNTOS GEODESICOS.dwg","1faUC2BMM98cAzqcdmShQRL4XU_KnO6X9","file","image/vnd.dwg","13876361","2026-04-16T22:20:41.000Z","https://drive.google.com/file/d/1faUC2BMM98cAzqcdmShQRL4XU_KnO6X9/view?usp=drivesdk","dwg"
"MODELO_BIM","6.00 INTERSECCIONES","1t3QHiHM4rqc1t8syrOM57WN-JZ1g-IEJ","folder","application/vnd.google-apps.folder",,"2026-05-06T13:23:08.154Z","https://drive.google.com/drive/folders/1t3QHiHM4rqc1t8syrOM57WN-JZ1g-IEJ",
"MODELO_BIM/6.00 INTERSECCIONES","1.00 Interseccion Prog. 0+760.dwg","1qijczSHrmEtFWZDmFrHExWzuIRSkK5qu","file","image/vnd.dwg","102699915","2025-03-17T17:50:00.000Z","https://drive.google.com/file/d/1qijczSHrmEtFWZDmFrHExWzuIRSkK5qu/view?usp=drivesdk","dwg"
"MODELO_BIM/6.00 INTERSECCIONES","10.00 Intersección Prog. 3+790 LD y LI.dwg","1WCub75POpxnBjPUzb_L6UwNH731yXsU8","file","image/vnd.dwg","18201906","2025-03-17T19:34:12.000Z","https://drive.google.com/file/d/1WCub75POpxnBjPUzb_L6UwNH731yXsU8/view?usp=drivesdk","dwg"
"MODELO_BIM/6.00 INTERSECCIONES","11.00 Interseccion Prog. 3+950.dwg","10Hbu-C8ZHzhY4MNtXrVK9dm6589-QQhQ","file","image/vnd.dwg","11458192","2025-03-17T19:46:28.000Z","https://drive.google.com/file/d/10Hbu-C8ZHzhY4MNtXrVK9dm6589-QQhQ/view?usp=drivesdk","dwg"
"MODELO_BIM/6.00 INTERSECCIONES","12.00 Interseccion Prog. 04+160.dwg","1tuq943lQ4TyxqUoNAO0NZJhRSMHBNHOE","file","image/vnd.dwg","15598700","2025-03-17T19:39:28.000Z","https://drive.google.com/file/d/1tuq943lQ4TyxqUoNAO0NZJhRSMHBNHOE/view?usp=drivesdk","dwg"
"MODELO_BIM/6.00 INTERSECCIONES","13.00 Interseccion Prog. 04+380 LD Y LI.dwg","1bc-u_qJFx_jWyyxLj5I7ReBK_FEN_lu0","file","image/vnd.dwg","14063054","2025-03-17T19:43:38.000Z","https://drive.google.com/file/d/1bc-u_qJFx_jWyyxLj5I7ReBK_FEN_lu0/view?usp=drivesdk","dwg"
